stateabb,ccode,year,irst,milex,milper,pec,tpop,upop,cinc,version,Expenditure,Population,Military_size,WG,Beta,Beta Corr
THI,800,1976,275,579588,228,24216.49,42960,3213,0.0045084,4,579588000,14320000,228000,1.59%,0.843744639,0.803744639
THI,800,1977,300,637255,230,25927.72,44039,3519,0.0046109,4,637255000,14679666.67,230000,1.57%,0.843005553,0.803005553
THI,800,1978,331,769571,250,25828.58,45100,3865,0.0047661,4,769571000,15033333.33,250000,1.66%,0.846836687,0.806836687
THI,800,1979,440,972476,250,26825.66,46142,4260,0.0048675,4,972476000,15380666.67,250000,1.63%,0.845667835,0.805667835
THI,800,1980,450,1096779,234,26499.96,46718,5189,0.0049014,4,1096779000,15572666.67,234000,1.50%,0.84104064,0.80104064
THI,800,1981,300,1665821,250,27445.37,47718,5182,0.0050429,4,1665821000,15906000,250000,1.57%,0.843955045,0.803955045
THI,800,1982,312,1542992,250,31421.9,48709,5682,0.0051085,4,1542992000,16236333.33,250000,1.54%,0.842910183,0.802910183
THI,800,1983,340,1652304,233,31246.8,49680,6203,0.0050671,4,1652304000,16560000,233000,1.41%,0.837672683,0.797672683
THI,800,1984,381,1750223,235,32908.04,50637,6824,0.0050256,4,1750223000,16879000,235000,1.39%,0.837225861,0.797225861
THI,800,1985,447,1520000,235,39190.66,51580,7453,0.0051307,4,1520000000,17193333.33,235000,1.37%,0.836298609,0.796298609
THI,800,1986,463,1570000,256,40200.63,52511,7465,0.00519,4,1570000000,17503666.67,256000,1.46%,0.840533649,0.800533649
THI,800,1987,534,1740000,256,40278.5,53427,7476,0.0051776,4,1740000000,17809000,256000,1.44%,0.839662991,0.799662991
THI,800,1988,552,1830000,256,44159.77,54326,7487,0.0051526,4,1830000000,18108666.67,256000,1.41%,0.838824595,0.798824595
THI,800,1989,689,1800000,283,78468.4,55214,7499,0.0056964,4,1800000000,18404666.67,283000,1.54%,0.844005637,0.804005637
THI,800,1990,685,2060000,283,72432.7,55839,7698,0.0056031,4,2060000000,18613000,283000,1.52%,0.843438105,0.803438105
THI,800,1991,711,2400000,283,77173.82,56574,7798,0.0059346,4,2400000000,18858000,283000,1.50%,0.842779717,0.802779717
THI,800,1992,779,2900000,283,88280.74,57294,7913,0.0062488,4,2900000000,19098000,283000,1.48%,0.842143984,0.802143984
THI,800,1993,800,3200000,295,96566.47,58010,8025,0.0064923,4,3200000000,19336666.67,295000,1.53%,0.843995835,0.803995835
THI,800,1994,1461,3630000,290,111760.3,58716,8466,0.006786,4,3630000000,19572000,290000,1.48%,0.842369583,0.802369583
THI,800,1995,2134,4006000,288,129170.1,59401,8932,0.0071074,4,4006000000,19800333.33,288000,1.45%,0.841376148,0.801376148
THI,800,1996,2143,4393000,288,166617.3,60003,9423,0.0074607,4,4393000000,20001000,288000,1.44%,0.840871486,0.800871486
THI,800,1997,2101,3326000,288,186427.6,60602,9941,0.007374,4,3326000000,20200666.67,288000,1.43%,0.840374931,0.800374931
THI,800,1998,1814,2124000,280,180598.6,60300,10487,0.0070255,4,2124000000,20100000,280000,1.39%,0.838949372,0.798949372
THI,800,1999,1532,2638000,300,189596.6,60856,10688,0.0072208,4,2638000000,20285333.33,300000,1.48%,0.842592239,0.802592239
THI,800,2000,2100,2419000,301,198570.3,61399,10886,0.0072419,4,2419000000,20466333.33,301000,1.47%,0.842345299,0.802345299
THI,800,2001,2127,18319000,306,205811.9,62914,11087,0.0105725,4,18319000000,20971333.33,306000,1.46%,0.842104623,0.802104623
THI,800,2002,2538,1832000,306,218901,63482,11293,0.0074164,4,1832000000,21160666.67,306000,1.45%,0.84165592,0.80165592
THI,800,2003,3551,1931000,314,247629,64019,11502,0.0076333,4,1931000000,21339666.67,314000,1.47%,0.842765075,0.802765075
THI,800,2004,4533,1954000,310,272234,64177,11714,0.0078239,4,1954000000,21392333.33,310000,1.45%,0.841882411,0.801882411
THI,800,2005,5161,2075000,306,290416.3,64839,11909,0.0079538,4,2075000000,21613000,306000,1.42%,0.840601863,0.800601863
THI,800,2006,4194,2373000,307,295771.4,65306,12106,0.0077461,4,2373000000,21768666.67,307000,1.41%,0.840437916,0.800437916
THI,800,2007,5565,3333000,307,296918.5,66042,12307,0.0079734,4,3333000000,22014000,307000,1.39%,0.839880829,0.799880829
TKM,701,1992,0,433300,28,18357.42,4032,695,0.0006498,4,433300000,1344000,28000,2.08%,0.836598844,0.796598844
TKM,701,1993,0,74000,28,19201.11,4308,712,0.0005851,4,74000000,1436000,28000,1.95%,0.832691756,0.792691756
TKM,701,1994,0,66000,15,23248.34,4406,730,0.000524,4,66000000,1468666.667,15000,1.02%,0.787417775,0.747417775
TKM,701,1995,0,135000,21,24504.05,4509,748,0.0005864,4,135000000,1503000,21000,1.40%,0.809795407,0.769795407
TKM,701,1996,0,141000,21,21935.26,4569,767,0.0005618,4,141000000,1523000,21000,1.38%,0.809043474,0.769043474
TKM,701,1997,0,138000,21,23003.44,4235,785,0.0005549,4,138000000,1411666.667,21000,1.49%,0.813380628,0.773380628
TKM,701,1998,0,86000,15,24232.88,4309,805,0.0005113,4,86000000,1436333.333,15000,1.04%,0.788654162,0.748654162
TKM,701,1999,0,144000,15,27959.46,4384,825,0.0005458,4,144000000,1461333.333,15000,1.03%,0.787695451,0.747695451
TKM,701,2000,0,290000,14,28385.66,4459,844,0.0005612,4,290000000,1486333.333,14000,0.94%,0.781900661,0.741900661
TKM,701,2001,0,222000,18,30792.13,4974,864,0.0006108,4,222000000,1658000,18000,1.09%,0.793481654,0.753481654
TKM,701,2002,0,350000,18,31195.65,5052,882,0.0006306,4,350000000,1684000,18000,1.07%,0.792620474,0.752620474
TKM,701,2003,0,350000,29,33478.59,5124,901,0.0007115,4,350000000,1708000,29000,1.70%,0.825072077,0.785072077
TKM,701,2004,0,145000,27,31060.04,5196,920,0.0006423,4,145000000,1732000,27000,1.56%,0.819296024,0.779296024
TKM,701,2005,0,154000,26,32651.53,5268,940,0.0006435,4,154000000,1756000,26000,1.48%,0.815887111,0.775887111
TKM,701,2006,0,184000,26,34693.18,5340,962,0.0006522,4,184000000,1780000,26000,1.46%,0.815117554,0.775117554
TKM,701,2007,0,209000,26,35853.36,5412,983,0.0006591,4,209000000,1804000,26000,1.44%,0.814359725,0.774359725
TOG,461,1962,0,585,1,1,1520,0,0.0000916,4,585000,506666.6667,1000,0.20%,0.645053957,0.605053957
TOG,461,1963,0,926,1,3,1556,0,0.0000917,4,926000,518666.6667,1000,0.19%,0.643906494,0.603906494
TOG,461,1964,0,2764,2,3,1583,0,0.0001007,4,2764000,527666.6667,2000,0.38%,0.695671706,0.655671706
TOG,461,1965,0,2748,2,4,1627,100,0.0001311,4,2748000,542333.3333,2000,0.37%,0.694227213,0.654227213
TOG,461,1966,0,2364,2,5,1690,108,0.0001318,4,2364000,563333.3333,2000,0.36%,0.69223545,0.65223545
TOG,461,1967,0,2574,2,6,1769,117,0.0001349,4,2574000,589666.6667,2000,0.34%,0.689855331,0.649855331
TOG,461,1968,0,2683,1,6,1858,126,0.0001314,4,2683000,619333.3333,1000,0.16%,0.635342146,0.595342146
TOG,461,1969,0,3158,1,7,1944,137,0.0001356,4,3158000,648000,1000,0.15%,0.633193878,0.593193878
TOG,461,1970,0,3058,2,136.7046,1962,148,0.0001442,4,3058000,654000,2000,0.31%,0.684520762,0.644520762
TOG,461,1971,0,3421,2,878.6458,2013,156,0.0001614,4,3421000,671000,2000,0.30%,0.683211479,0.643211479
TOG,461,1972,0,4232,2,903.2469,2066,164,0.0001603,4,4232000,688666.6667,2000,0.29%,0.681890635,0.641890635
TOG,461,1973,0,5662,2,927.889,2119,172,0.0001612,4,5662000,706333.3333,2000,0.28%,0.680608156,0.640608156
TOG,461,1974,0,6669,2,938.446,2174,181,0.0001616,4,6669000,724666.6667,2000,0.28%,0.67931566,0.63931566
TOG,461,1975,0,9145,3,958.8434,2231,203,0.0001725,4,9145000,743666.6667,3000,0.40%,0.708006663,0.668006663
TOG,461,1976,0,13194,4,984.707,2289,214,0.0001813,4,13194000,763000,4000,0.52%,0.727904096,0.687904096
TOG,461,1977,0,16762,4,1012.789,2348,225,0.0001839,4,16762000,782666.6667,4000,0.51%,0.726539048,0.686539048
TOG,461,1978,0,21224,5,1470.622,2409,237,0.0001983,4,21224000,803000,5000,0.62%,0.741580807,0.701580807
TOG,461,1979,0,22513,4,2250.777,2472,250,0.0002033,4,22513000,824000,4000,0.49%,0.723794183,0.683794183
TOG,461,1980,0,23360,4,2395.311,2615,266,0.0002102,4,23360000,871666.6667,4000,0.46%,0.720818367,0.680818367
TOG,461,1981,0,23087,6,1952.258,2691,281,0.0002176,4,23087000,897000,6000,0.67%,0.748893063,0.708893063
TOG,461,1982,0,18763,6,2011.451,2705,295,0.0002167,4,18763000,901666.6667,6000,0.67%,0.748609659,0.708609659
TOG,461,1983,0,17321,6,2072.213,2853,311,0.0002212,4,17321000,951000,6000,0.63%,0.745712672,0.705712672
TOG,461,1984,0,17549,7,2138.005,2939,326,0.0002214,4,17549000,979666.6667,7000,0.71%,0.755281688,0.715281688
TOG,461,1985,0,19210,7,2201.982,3028,342,0.0002243,4,19210000,1009333.333,7000,0.69%,0.753651843,0.713651843
TOG,461,1986,0,30010,7,2275.669,3121,353,0.000227,4,30010000,1040333.333,7000,0.67%,0.752006319,0.712006319
TOG,461,1987,0,43410,8,2401.868,3217,364,0.0002371,4,43410000,1072333.333,8000,0.75%,0.759982264,0.719982264
TOG,461,1988,0,45689,6,2475.618,3296,372,0.0002252,4,45689000,1098666.667,6000,0.55%,0.737974489,0.697974489
TOG,461,1989,0,43000,6,2554.271,3418,387,0.0002305,4,43000000,1139333.333,6000,0.53%,0.736051179,0.696051179
TOG,461,1990,0,49900,8,2653.836,3524,399,0.0002428,4,49900000,1174666.667,8000,0.68%,0.755026054,0.715026054
TOG,461,1991,0,47440,8,2761.323,3632,412,0.0002532,4,47440000,1210666.667,8000,0.66%,0.753398846,0.713398846
TOG,461,1992,0,-9,8,2880.378,3743,425,0.0002982,4,-9000,1247666.667,8000,0.64%,0.75178307,0.71178307
TOG,461,1993,0,43100,8,2992.137,3856,441,0.0002607,4,43100000,1285333.333,8000,0.62%,0.750193464,0.710193464
TOG,461,1994,0,25000,8,3117.647,3928,457,0.0002575,4,25000000,1309333.333,8000,0.61%,0.74920812,0.70920812
TOG,461,1995,0,28000,10,3265.397,4085,479,0.0002764,4,28000000,1361666.667,10000,0.73%,0.762927893,0.722927893
TOG,461,1996,0,29000,10,3410.042,4201,503,0.0002797,4,29000000,1400333.333,10000,0.71%,0.761418402,0.721418402
TOG,461,1997,0,29000,12,3553.106,4317,527,0.0002975,4,29000000,1439000,12000,0.83%,0.772813897,0.732813897
TOG,461,1998,0,35000,12,2283.844,4397,553,0.0002933,4,35000000,1465666.667,12000,0.82%,0.771814431,0.731814431
TOG,461,1999,0,34000,11,2541.293,4512,580,0.0002884,4,34000000,1504000,11000,0.73%,0.764296095,0.724296095
TOG,461,2000,0,31000,7,2602.042,4629,604,0.0002582,4,31000000,1543000,7000,0.45%,0.731203004,0.691203004
TOG,461,2001,0,31000,10,2644.652,4740,630,0.0002889,4,31000000,1580000,10000,0.63%,0.754978643,0.714978643
TOG,461,2002,0,24000,10,2716.272,4854,658,0.0002895,4,24000000,1618000,10000,0.62%,0.753723612,0.713723612
TOG,461,2003,0,29000,8,2790.764,4970,687,0.0002713,4,29000000,1656666.667,8000,0.48%,0.736898284,0.696898284
TOG,461,2004,0,32000,8,2857.743,5090,718,0.0002787,4,32000000,1696666.667,8000,0.47%,0.735672636,0.695672636
TOG,461,2005,0,33000,8,2944.472,5337,747,0.0002855,4,33000000,1779000,8000,0.45%,0.73325035,0.69325035
TOG,461,2006,0,34000,9,3002.436,5337,779,0.0002924,4,34000000,1779000,9000,0.51%,0.741434523,0.701434523
TOG,461,2007,0,42000,9,3085.725,5465,811,0.0002974,4,42000000,1821666.667,9000,0.49%,0.740215516,0.700215516
TRI,52,1962,0,0,1,22465,900,0,0.000916,4,0,300000,1000,0.33%,0.671859092,0.631859092
TRI,52,1963,0,1930,1,23364,924,0,0.0008992,4,1930000,308000,1000,0.32%,0.67046,0.63046
TRI,52,1964,0,2865,1,26246,951,0,0.0009597,4,2865000,317000,1000,0.32%,0.668935479,0.628935479
TRI,52,1965,0,2515,1,27924,974,0,0.0009596,4,2515000,324666.6667,1000,0.31%,0.667675825,0.627675825
TRI,52,1966,0,2515,1,29432,995,0,0.00096,4,2515000,331666.6667,1000,0.30%,0.666555418,0.626555418
TRI,52,1967,0,2632,1,28644,1010,0,0.0008935,4,2632000,336666.6667,1000,0.30%,0.665771753,0.625771753
TRI,52,1968,0,2350,1,31266,1021,0,0.0009081,4,2350000,340333.3333,1000,0.29%,0.665205577,0.625205577
TRI,52,1969,0,2850,1,31250,1028,0,0.0008584,4,2850000,342666.6667,1000,0.29%,0.664848944,0.624848944
TRI,52,1970,0,3350,1,35777.75,971,0,0.0007437,4,3350000,323666.6667,1000,0.31%,0.667838164,0.627838164
TRI,52,1971,0,3949,1,33220.52,978,0,0.0006659,4,3949000,326000,1000,0.31%,0.667460271,0.627460271
TRI,52,1972,0,4164,1,32628.2,988,0,0.0006276,4,4164000,329333.3333,1000,0.30%,0.666925821,0.626925821
TRI,52,1973,0,3726,1,32412.55,997,0,0.0005859,4,3726000,332333.3333,1000,0.30%,0.666450142,0.626450142
TRI,52,1974,0,4627,1,30877.74,1004,0,0.0005576,4,4627000,334666.6667,1000,0.30%,0.666083593,0.626083593
TRI,52,1975,0,5991,1,21933.1,1012,0,0.0004096,4,5991000,337333.3333,1000,0.30%,0.665668283,0.625668283
TRI,52,1976,0,6564,1,29832.43,1023,0,0.0005119,4,6564000,341000,1000,0.29%,0.665103394,0.625103394
TRI,52,1977,0,8042,1,26586.01,1035,0,0.0004471,4,8042000,345000,1000,0.29%,0.664495111,0.624495111
TRI,52,1978,0,14900,1,23833.91,1049,0,0.0003965,4,14900000,349666.6667,1000,0.29%,0.663795677,0.623795677
TRI,52,1979,0,21903,1,23650.54,1064,0,0.0003831,4,21903000,354666.6667,1000,0.28%,0.663058165,0.623058165
TRI,52,1980,0,29103,1,25301.95,1082,0,0.0004066,4,29103000,360666.6667,1000,0.28%,0.662188864,0.622188864
TRI,52,1981,0,43009,2,20741.64,1094,0,0.0003556,4,43009000,364666.6667,2000,0.55%,0.715742197,0.675742197
TRI,52,1982,0,68790,2,22397.28,1116,0,0.0003829,4,68790000,372000,2000,0.54%,0.714631186,0.674631186
TRI,52,1983,0,81022,2,16929.82,1139,0,0.0003037,4,81022000,379666.6667,2000,0.53%,0.713496424,0.673496424
TRI,52,1984,0,75020,2,16816.09,1170,0,0.0002426,4,75020000,390000,2000,0.51%,0.712008175,0.672008175
TRI,52,1985,0,73470,2,19311.62,1178,0,0.0002629,4,73470000,392666.6667,2000,0.51%,0.711631499,0.671631499
TRI,52,1986,0,193750,2,17372.52,1195,0,0.0002601,4,193750000,398333.3333,2000,0.50%,0.710840782,0.670840782
TRI,52,1987,0,-9,2,17795.38,1193,0,0.0002642,4,-9000,397666.6667,2000,0.50%,0.710933131,0.670933131
TRI,52,1988,0,-9,2,16067.3,1208,0,0.0002358,4,-9000,402666.6667,2000,0.50%,0.710244833,0.670244833
TRI,52,1989,0,59000,2,15972.36,1206,0,0.0002047,4,59000000,402000,2000,0.50%,0.710336034,0.670336034
TRI,52,1990,371,-9,2,16517.45,1215,0,0.0003234,4,-9000,405000,2000,0.49%,0.709926998,0.669926998
TRI,52,1991,440,29000,2,18501.18,1225,0,0.0003156,4,29000000,408333.3333,2000,0.49%,0.709476597,0.669476597
TRI,52,1992,553,74000,2,18792.99,1240,0,0.0003518,4,74000000,413333.3333,2000,0.48%,0.708808896,0.668808896
TRI,52,1993,519,-9,2,16859.47,1247,0,0.0003692,4,-9000,415666.6667,2000,0.48%,0.708500487,0.668500487
TRI,52,1994,631,77000,2,18521.52,1250,0,0.0003616,4,77000000,416666.6667,2000,0.48%,0.708368923,0.668368923
TRI,52,1995,738,72000,2,19873.05,1260,0,0.000386,4,72000000,420000,2000,0.48%,0.707932995,0.667932995
TRI,52,1996,695,67000,2,21448.95,1264,0,0.0003815,4,67000000,421333.3333,2000,0.47%,0.70775974,0.66775974
TRI,52,1997,736,40000,2,19922.86,1307,0,0.0003621,4,40000000,435666.6667,2000,0.46%,0.705936294,0.665936294
TRI,52,1998,777,44000,2,22931.53,1283,0,0.0003976,4,44000000,427666.6667,2000,0.47%,0.706945338,0.666945338
TRI,52,1999,729,40000,2,25305.92,1289,0,0.000398,4,40000000,429666.6667,2000,0.47%,0.706691046,0.666691046
TRI,52,2000,741,62000,3,27142.44,1295,0,0.000407,4,62000000,431666.6667,3000,0.69%,0.737686852,0.697686852
TRI,52,2001,668,67000,3,27907.93,1267,0,0.0003944,4,67000000,422333.3333,3000,0.71%,0.73893168,0.69893168
TRI,52,2002,817,28000,3,28545.28,1276,0,0.000406,4,28000000,425333.3333,3000,0.71%,0.738528122,0.698528122
TRI,52,2003,903,55000,3,29578.07,1282,0,0.0004118,4,55000000,427333.3333,3000,0.70%,0.738260904,0.698260904
TRI,52,2004,815,70000,2,30867.47,1291,0,0.0003745,4,70000000,430333.3333,2000,0.46%,0.706606586,0.666606586
TRI,52,2005,712,92000,2,31967.17,1294,0,0.0003574,4,92000000,431333.3333,2000,0.46%,0.706480179,0.666480179
TRI,52,2006,673,52000,3,36636.51,1298,0,0.000367,4,52000000,432666.6667,3000,0.69%,0.737555323,0.697555323
TRI,52,2007,682,55000,3,36046.46,1303,0,0.0003535,4,55000000,434333.3333,3000,0.69%,0.737336885,0.697336885
TUN,616,1825,0,-9,9,0,792,105,0.0042524,4,-9000,264000,9000,3.41%,0.85474636,0.81474636
TUN,616,1826,0,-9,9,0,800,105,0.0042748,4,-9000,266666.6667,9000,3.38%,0.854058778,0.814058778
TUN,616,1827,0,-9,9,0,808,105,0.0040861,4,-9000,269333.3333,9000,3.34%,0.853379126,0.813379126
TUN,616,1828,0,-9,9,0,815,105,0.0040305,4,-9000,271666.6667,9000,3.31%,0.852790803,0.812790803
TUN,616,1829,0,-9,9,0,823,104,0.0039241,4,-9000,274333.3333,9000,3.28%,0.852125568,0.812125568
TUN,616,1830,0,-9,9,0,831,104,0.0037577,4,-9000,277000,9000,3.25%,0.85146779,0.81146779
TUN,616,1831,0,-9,9,0,839,104,0.0036357,4,-9000,279666.6667,9000,3.22%,0.850817315,0.810817315
TUN,616,1832,0,-9,9,0,847,105,0.0036792,4,-9000,282333.3333,9000,3.19%,0.850173992,0.810173992
TUN,616,1833,0,-9,9,0,855,105,0.003617,4,-9000,285000,9000,3.16%,0.849537676,0.809537676
TUN,616,1834,0,-9,9,0,864,105,0.0036229,4,-9000,288000,9000,3.13%,0.848830018,0.808830018
TUN,616,1835,0,-9,9,0,872,105,0.0036153,4,-9000,290666.6667,9000,3.10%,0.848208125,0.808208125
TUN,616,1836,0,-9,9,0,880,106,0.0034506,4,-9000,293333.3333,9000,3.07%,0.847592809,0.807592809
TUN,616,1837,0,-9,9,0,889,106,0.0035383,4,-9000,296333.3333,9000,3.04%,0.846908281,0.806908281
TUN,616,1838,0,-9,9,0,897,106,0.0034642,4,-9000,299000,9000,3.01%,0.846306519,0.806306519
TUN,616,1839,0,-9,9,0,906,106,0.0033661,4,-9000,302000,9000,2.98%,0.845636926,0.805636926
TUN,616,1840,0,-9,9,0,914,106,0.0032943,4,-9000,304666.6667,9000,2.95%,0.845048169,0.805048169
TUN,616,1841,0,-9,10,0,923,107,0.0033049,4,-9000,307666.6667,10000,3.25%,0.852730524,0.812730524
TUN,616,1842,0,-9,10,0,932,107,0.003239,4,-9000,310666.6667,10000,3.22%,0.852076228,0.812076228
TUN,616,1843,0,-9,11,0,941,107,0.0032527,4,-9000,313666.6667,11000,3.51%,0.858959987,0.818959987
TUN,616,1844,0,-9,11,0,950,106,0.0032147,4,-9000,316666.6667,11000,3.47%,0.858314435,0.818314435
TUN,616,1845,0,-9,12,0,959,106,0.0033217,4,-9000,319666.6667,12000,3.75%,0.86454071,0.82454071
TUN,616,1846,0,-9,12,0,968,106,0.0032132,4,-9000,322666.6667,12000,3.72%,0.863904046,0.823904046
TUN,616,1847,0,-9,13,0,976,106,0.0032402,4,-9000,325333.3333,13000,4.00%,0.869650096,0.829650096
TUN,616,1848,0,-9,13,0,985,106,0.0032027,4,-9000,328333.3333,13000,3.96%,0.869021636,0.829021636
TUN,616,1849,0,-9,14,0,995,106,0.003159,4,-9000,331666.6667,14000,4.22%,0.874160913,0.834160913
TUN,616,1850,0,-9,14,0,1004,106,0.0030763,4,-9000,334666.6667,14000,4.18%,0.873542133,0.833542133
TUN,616,1851,0,-9,15,0,1013,106,0.0032243,4,-9000,337666.6667,15000,4.44%,0.878349524,0.838349524
TUN,616,1852,0,-9,15,0,1022,106,0.0030592,4,-9000,340666.6667,15000,4.40%,0.87773963,0.83773963
TUN,616,1853,0,-9,15,0,1032,106,0.0029716,4,-9000,344000,15000,4.36%,0.877069216,0.837069216
TUN,616,1854,0,-9,16,0,1041,106,0.0029126,4,-9000,347000,16000,4.61%,0.881531273,0.841531273
TUN,616,1855,0,-9,16,0,1051,106,0.0026346,4,-9000,350333.3333,16000,4.57%,0.880871138,0.840871138
TUN,616,1856,0,-9,17,0,1060,106,0.002547,4,-9000,353333.3333,17000,4.81%,0.885028704,0.845028704
TUN,616,1857,0,-9,17,0,1070,107,0.0027689,4,-9000,356666.6667,17000,4.77%,0.884378686,0.844378686
TUN,616,1858,0,-9,18,0,1080,107,0.0028775,4,-9000,360000,18000,5.00%,0.8882033,0.8482033
TUN,616,1859,0,-9,18,0,1090,107,0.0028171,4,-9000,363333.3333,18000,4.95%,0.887563902,0.847563902
TUN,616,1860,0,-9,18,0,1100,107,0.0020877,4,-9000,366666.6667,18000,4.91%,0.886931251,0.846931251
TUN,616,1861,0,-9,19,0,1118,107,0.0020495,4,-9000,372666.6667,19000,5.10%,0.890023698,0.850023698
TUN,616,1862,0,-9,19,0,1137,107,0.002034,4,-9000,379000,19000,5.01%,0.888856068,0.848856068
TUN,616,1863,0,-9,20,0,1155,107,0.0019787,4,-9000,385000,20000,5.19%,0.891758791,0.851758791
TUN,616,1864,0,-9,20,0,1174,107,0.0019026,4,-9000,391333.3333,20000,5.11%,0.890628876,0.850628876
TUN,616,1865,0,-9,21,0,1194,107,0.0019734,4,-9000,398000,21000,5.28%,0.893245974,0.853245974
TUN,616,1866,0,-9,21,0,1213,108,0.0021701,4,-9000,404333.3333,21000,5.19%,0.892153625,0.852153625
TUN,616,1867,0,-9,22,0,1233,108,0.0021715,4,-9000,411000,22000,5.35%,0.894623781,0.854623781
TUN,616,1868,0,-9,22,0,1253,108,0.0021812,4,-9000,417666.6667,22000,5.27%,0.893511556,0.853511556
TUN,616,1869,0,-9,23,0,1274,108,0.0022372,4,-9000,424666.6667,23000,5.42%,0.895795735,0.855795735
TUN,616,1870,0,-9,23,0,1295,108,0.0022395,4,-9000,431666.6667,23000,5.33%,0.894667024,0.854667024
TUN,616,1871,0,-9,23,0,1316,108,0.001921,4,-9000,438666.6667,23000,5.24%,0.893559242,0.853559242
TUN,616,1872,0,-9,4,0,1338,108,0.0012483,4,-9000,446000,4000,0.90%,0.757950062,0.717950062
TUN,616,1873,0,-9,4,0,1360,109,0.0012295,4,-9000,453333.3333,4000,0.88%,0.75700098,0.71700098
TUN,616,1874,0,-9,4,0,1382,109,0.0012159,4,-9000,460666.6667,4000,0.87%,0.756069445,0.716069445
TUN,616,1875,0,-9,4,0,1405,109,0.0011905,4,-9000,468333.3333,4000,0.85%,0.75511368,0.71511368
TUN,616,1876,0,-9,4,0,1428,109,0.00116,4,-9000,476000,4000,0.84%,0.754175789,0.714175789
TUN,616,1877,0,-9,4,0,1452,109,0.001143,4,-9000,484000,4000,0.83%,0.753215511,0.713215511
TUN,616,1878,0,-9,4,0,1476,110,0.0011109,4,-9000,492000,4000,0.81%,0.752273359,0.712273359
TUN,616,1879,0,-9,5,0,1500,110,0.0011695,4,-9000,500000,5000,1.00%,0.76835353,0.72835353
TUN,616,1880,0,-9,5,0,1524,110,0.0011527,4,-9000,508000,5000,0.98%,0.767425221,0.727425221
TUN,616,1881,0,-9,5,0,1549,111,0.0011331,4,-9000,516333.3333,5000,0.97%,0.766475975,0.726475975
TUN,616,1956,0,5143,5,44,3929,410,0.0004852,4,5143000,1309666.667,5000,0.38%,0.715826162,0.675826162
TUN,616,1957,0,7143,6,87,3999,415,0.0004922,4,7143000,1333000,6000,0.45%,0.727857729,0.687857729
TUN,616,1958,0,10479,6,29,4072,421,0.000488,4,10479000,1357333.333,6000,0.44%,0.726925297,0.686925297
TUN,616,1959,0,15714,12,33,4145,426,0.0005403,4,15714000,1381666.667,12000,0.87%,0.775036222,0.735036222
TUN,616,1960,0,17619,16,45,4221,432,0.0005587,4,17619000,1407000,16000,1.14%,0.794362407,0.754362407
TUN,616,1961,0,20476,18,54,4297,438,0.0005757,4,20476000,1432333.333,18000,1.26%,0.801671681,0.761671681
TUN,616,1962,0,15714,18,38,4376,444,0.0005519,4,15714000,1458666.667,18000,1.23%,0.800642667,0.760642667
TUN,616,1963,0,16905,25,40,4457,450,0.0005962,4,16905000,1485666.667,25000,1.68%,0.822724952,0.782724952
TUN,616,1964,0,20476,25,1002,4541,456,0.0006238,4,20476000,1513666.667,25000,1.65%,0.821645448,0.781645448
TUN,616,1965,0,14231,20,1073,4630,462,0.0005813,4,14231000,1543333.333,20000,1.30%,0.804866465,0.764866465
TUN,616,1966,25,16923,25,1231,4716,469,0.0006136,4,16923000,1572000,25000,1.59%,0.819467863,0.779467863
TUN,616,1967,46,16154,25,1228,4819,476,0.0006079,4,16154000,1606333.333,25000,1.56%,0.81822884,0.77822884
TUN,616,1968,80,20192,25,1526,4920,483,0.000618,4,20192000,1640000,25000,1.52%,0.817042849,0.777042849
TUN,616,1969,102,20192,25,1608,5028,491,0.0006165,4,20192000,1676000,25000,1.49%,0.815804978,0.775804978
TUN,616,1970,100,22692,25,2250.238,5126,500,0.0006118,4,22692000,1708666.667,25000,1.46%,0.814707666,0.774707666
TUN,616,1971,87,24937,25,2251.674,5228,509,0.0006115,4,24937000,1742666.667,25000,1.43%,0.813590667,0.773590667
TUN,616,1972,132,31643,20,2245.935,5332,518,0.0005795,4,31643000,1777333.333,20000,1.13%,0.796970864,0.756970864
TUN,616,1973,137,38333,20,2374.977,5333,528,0.0005717,4,38333000,1777666.667,20000,1.13%,0.796960479,0.756960479
TUN,616,1974,132,46506,20,2609.315,5464,538,0.0005674,4,46506000,1821333.333,20000,1.10%,0.795618829,0.755618829
TUN,616,1975,129,75316,20,2733.194,5611,550,0.0005816,4,75316000,1870333.333,20000,1.07%,0.794156254,0.754156254
TUN,616,1976,103,83955,21,2751.728,5775,561,0.0005812,4,83955000,1925000,21000,1.09%,0.795946876,0.755946876
TUN,616,1977,156,121678,20,2886.684,5928,572,0.0006019,4,121678000,1976000,20000,1.01%,0.791145532,0.751145532
TUN,616,1978,160,148246,22,2997.616,6067,584,0.0006149,4,148246000,2022333.333,22000,1.09%,0.796446825,0.756446825
TUN,616,1979,176,153751,24,3632.743,6220,598,0.0006331,4,153751000,2073333.333,24000,1.16%,0.80106538,0.76106538
TUN,616,1980,178,338701,29,3880.188,6392,612,0.0007145,4,338701000,2130666.667,29000,1.36%,0.812552597,0.772552597
TUN,616,1981,173,229887,29,3889.764,6566,627,0.0006789,4,229887000,2188666.667,29000,1.33%,0.811057733,0.771057733
TUN,616,1982,105,324009,32,3826.533,6704,642,0.0006985,4,324009000,2234666.667,32000,1.43%,0.816637258,0.776637258
